fitness_avg_pic,expression,depth,length,factor_order_in_model,sym,freq,y_train_ret_period,start_date_train,end_date_train,start_date_test,end_date_test,metric,current_time
,"ta_atr_25(ta_dema_21(v_cci_25_obv), ta_tsf_10(ts_std_40(ts_lag_17(ta_dema_8(vol_ccy)))), v_rsi_12_obv)",5,9,alpha_2574,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,abs(ts_delta_3(ta_tsf_20(v_trix_8_obv))),3,4,alpha_2575,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_rank_20(ta_dema_55(ts_delta_3(ori_ta_ad))),3,4,alpha_2576,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rsi_6(cos(ts_kurt_40(ta_tema_55(v_cmo_14_obv)))),4,5,alpha_2577,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_SAR(ts_argmax_20(sqrt(ma35_c)), ta_lr_intercept_20(mul(v_rsi_24_sum, o)))",3,8,alpha_2578,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_trix_21(ta_mfi_25(sar_close, ad_real, v_ts_std_20, ad_index))",2,6,alpha_2579,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_max_5(lgp_shortcut_illiq_6),1,2,alpha_2580,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_rocr_25(TS_COV_40(ta_minus_dm_14(stdevrate, ori_ta_ad), ori_trix_8))",3,6,alpha_2581,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_10(ta_trix_21(ts_delta_8(ts_mean_return_5(ta_rocp_25(toptrader_oi_lsr)))), ta_trima_8(ts_argmin_10(ts_argmin_10(ts_rank_5(l_ts_argrange_5)))))",5,11,alpha_2582,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_rocp_14(ta_lr_slope_10(ta_aroonosc_14(r, fm60)))",3,5,alpha_2583,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_tsf_5(ts_argrange_20(ta_trix_8(ts_prod_17(ts_min_10(l))))),5,6,alpha_2584,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_dema_55(ta_ema_21(TS_CORR_20(taker_vol_lsr, ts_prod_8(volume_macd))))",4,6,alpha_2585,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_dx_25(ta_ema_55(ma8_c), ta_lr_slope_5(v_bop_sum), ma55_c)",2,6,alpha_2586,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_10(TA_BOP(sqrt(ta_dema_8(v_bop_sum)), TA_HT_DCPERIOD(ta_trix_8(ad_index)), ts_sum_17(cos(ori_ta_obv)), TA_SAR(ts_prod_17(v_power_a), ta_trima_55(mfi_30))))",4,16,alpha_2587,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ta_rocp_14(l_line), TA_SAR(ori_ta_ad, h_line))",2,6,alpha_2588,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_COV_20(ts_mean_return_20(ts_sma_21(ori_cmo_14)), ts_wma_21(ta_dema_8(sarext)))",3,7,alpha_2589,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_dema_8(ta_beta_20(ta_rocr_25(ts_range_10(ts_min_20(close_macd))), ts_skew_40(TS_COV_40(ts_argrange_20(sarext), TA_HT_DCPERIOD(o_ts_argmin_10)))))",5,12,alpha_2590,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_skew_10(ta_ema_8(ta_trix_8(ts_sma_21(ts_skew_10(toptrader_oi_lsr))))),5,6,alpha_2591,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_lag_3(ori_ta_ad),1,2,alpha_2592,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_mfi_14(ts_wma_55(sar_index), ta_minus_di_14(ori_ta_ad, v_ts_day_max_20, cci_14), ta_willr_14(vol_ccy, ori_ta_obv, v_rsi_6_obv), ts_std_40(v_ts_std_20))",2,13,alpha_2593,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_trix_8(ta_beta_5(ts_skew_10(ts_kurt_10(ta_rocr_14(fm40))), ta_tsf_20(ts_sum_17(TS_COV_40(lgp_shortcut_illiq_6, sarext)))))",5,11,alpha_2594,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_mean_return_5(ta_dema_21(c_power_c)),2,3,alpha_2595,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_20(ts_kurt_40(ts_std_40(ta_dx_25(ta_lr_slope_5(sar_index), TA_SAR(ori_rsi_6, ma15_c), ts_kurt_40(ori_cmo_25)))))",5,11,alpha_2596,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_SAR(ta_dx_14(kdj_d, ts_rank_10(h_ts_kurt_20), TA_HT_DCPHASE(taker_vol_lsr)), ma15_c)",3,8,alpha_2597,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(ts_argrange_5(ori_rsi_6), taker_vol_lsr)",2,4,alpha_2598,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_tema_8(v_bop_sum),1,2,alpha_2599,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_mfi_25(ta_ema_21(ts_lag_17(ori_trix_55)), h_ts_kurt_20, ta_trima_21(count_lsr), ta_dema_55(ts_delta_3(l_ts_day_min_40)))",3,10,alpha_2600,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_argmax_20(ta_mfi_14(trades, ta_mom_25(v_rsi_6_sum), ta_lr_angle_20(vol), v_rsi_6_obv))",3,8,alpha_2601,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_tema_55(TS_CORR_20(ta_tsf_20(sarext), ts_lag_8(mfi_30)))",3,6,alpha_2602,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_SAR(sqrt(ta_ema_55(o_ts_range_10)), ta_rocr_14(TA_TRANGE(obv_v, m_line, v_ts_day_max_20)))",3,9,alpha_2603,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_trix_55(ta_dx_25(ts_argmax_20(vol), ta_rocp_14(toptrader_oi_lsr), elu(ma25_c)))",3,8,alpha_2604,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"mul(ta_mfi_14(cci_14, TS_CORR_40(c_power_c, taker_vol_lsr), ts_lag_17(v_cci_25_sum), toptrader_count_lsr), ta_tema_21(ori_cmo_25))",3,11,alpha_2605,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rocp_25(ta_rsi_24(tanh(sarext))),3,4,alpha_2606,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_skew_20(inv(ta_tema_8(TA_SAR(sar_close, o))))",4,6,alpha_2607,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_COV_20(ta_rocr_25(ts_lag_17(v_rsi_12_obv)), neg(ta_lr_slope_10(r)))",3,7,alpha_2608,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_skew_10(TS_CORR_40(v_rsi_6_sum, taker_vol_lsr))",2,4,alpha_2609,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ta_ema_55(v_power_a), v_ts_day_max_20)",2,4,alpha_2610,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_20(max(v_cci_25_sum, ts_delta_3(ta_trix_8(l))), ta_rocp_14(ta_trima_8(oi)))",4,9,alpha_2611,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_20(ts_min_5(ori_rsi_24), ts_argmin_20(ta_mfi_25(c_ts_sma_21, v_cci_25_sum, cci_14, v_cci_25_sum)))",3,9,alpha_2612,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_20(ta_cmo_25(ta_willr_14(oi_ccy, ts_lag_3(ori_rsi_12), v_ts_day_max_20)))",4,7,alpha_2613,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,elu(ad_index),1,2,alpha_2614,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_cmo_25(TA_BOP(ts_lag_3(l_ts_argmax_20), ta_lr_slope_20(ts_kurt_20(stdevrate)), ts_sma_8(ta_ema_21(kdj_k)), ta_trix_8(ta_rocp_14(stdevrate))))",4,13,alpha_2615,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_20(ts_rank_20(ts_max_20(ts_argmax_5(ta_mfi_25(fm40, ma25_c, v_ta_cmo_25, v_rsi_6_obv)))))",5,9,alpha_2616,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_dx_25(ts_prod_3(sarext), min(ma55_c, c_power_c), ts_rank_10(ma8_c))",2,8,alpha_2617,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_10(ts_kurt_20(ts_argrange_10(v_trix_8_obv)), ta_minus_di_14(ta_aroonosc_25(ori_trix_55, l_ts_argrange_5), ta_lr_intercept_5(v_sar_obv), ta_lr_angle_20(h_ta_lr_angle_10)))",3,12,alpha_2618,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,tanh(tanh(ma25_c)),2,3,alpha_2619,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_rank_10(ts_max_10(ts_rank_5(ta_dx_25(sarext, fm30, close_macd))))",4,7,alpha_2620,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_wma_21(ts_std_20(TA_SAR(h_line, l)))",3,5,alpha_2621,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(TS_COV_40(v_cmo_14_obv, ta_lr_angle_10(obv_v)), ta_rsi_12(ts_rank_10(h_line)))",3,8,alpha_2622,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_prod_17(TA_BOP(ori_trix_8, mfi_30, ori_ta_ad, v_ts_sma_21))",2,6,alpha_2623,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"tan(ts_sum_17(ta_mfi_25(ori_ta_obv, ori_trix_8, trades, v_rsi_24_obv)))",3,7,alpha_2624,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_lr_angle_10(ts_prod_8(ts_argmax_5(ts_min_5(ta_trima_21(v_bop_sum))))),5,6,alpha_2625,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(ts_sum_3(log(ts_max_20(ta_lr_intercept_10(ma35_c)))), ts_argmin_20(ta_trix_21(ta_rocp_25(ts_skew_10(v_cci_25_sum)))))",5,11,alpha_2626,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_skew_20(ts_argmax_10(abs(ta_ema_21(v_rsi_24_obv)))),4,5,alpha_2627,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,tanh(ma55_c),1,2,alpha_2628,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(ta_trix_8(ts_wma_21(elu(toptrader_count_lsr))), ta_trix_8(ta_ema_8(TA_SAR(ori_ta_obv, fm60))))",4,10,alpha_2629,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_5(ts_argmax_20(ts_argmin_5(ts_sum_3(ta_minus_dm_14(ma15_c, sarext)))), ta_lr_intercept_10(ta_mfi_25(ta_dema_21(ts_sma_8(c_ts_day_min_40)), log(TS_COV_40(v_rsi_6_sum, ori_ta_bop)), max(ts_min_20(v_ts_argrange_10), ts_min_10(h_ta_lr_angle_10)), ts_prod_17(inv(cci_14)))))",5,24,alpha_2630,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"neg(ts_argrange_20(ts_argrange_10(ts_max_20(TA_BOP(v_ts_range_5, c_ta_tsf_5, sarext, toptrader_oi_lsr)))))",5,9,alpha_2631,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_BOP(v_cmo_14_obv, close_macd, ad_index, ts_max_10(ts_sma_8(sarext)))",3,7,alpha_2632,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_mean_return_20(ta_lr_intercept_20(v_rsi_12_obv)),2,3,alpha_2633,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_BOP(ta_trima_8(ta_mom_12(ma15_c)), sub(ts_prod_8(oi_ccy), ta_atr_14(kdj_k, ma15_c, ma55_c)), ts_prod_8(ta_dema_55(toptrader_oi_lsr)), ta_cci_14(ts_mean_return_20(ori_ta_macd), ts_argmin_20(oi_ccy), ta_rsi_6(ma15_c)))",3,21,alpha_2634,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_delta_3(abs(c_power_c)),2,3,alpha_2635,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"log(ta_mfi_14(ts_max_20(close_macd), v_cci_25_sum, ts_delta_8(v_rsi_24_obv), vol))",3,8,alpha_2636,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"mul(count_lsr, TS_CORR_40(TS_CORR_20(ta_atr_25(oi, v_ts_range_5, tr_index), ta_rocr_25(toptrader_count_lsr)), inv(ta_atr_14(count_lsr, v_power_a, c_ta_tsf_5))))",4,15,alpha_2637,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_std_40(TS_CORR_40(div(abs(l_ts_prod_8), ts_kurt_20(v_rsi_12_obv)), ta_minus_di_14(ta_minus_di_14(vol_ccy, v_rsi_24_sum, ma25_c), neg(toptrader_count_lsr), ts_max_5(v_rsi_12_sum))))",4,16,alpha_2638,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_lag_8(ta_rsi_6(ts_lag_8(TA_SAR(ta_lr_angle_10(v_rsi_6_obv), max(v_rsi_24_sum, l_ts_argrange_5)))))",5,9,alpha_2639,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_prod_8(ts_argrange_10(ts_mean_return_20(ta_dema_55(ta_beta_5(vol, toptrader_count_lsr)))))",5,7,alpha_2640,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_rank_5(ta_trima_21(ta_lr_slope_10(ta_mfi_25(ori_ta_ad, ori_cmo_25, ori_ta_macd, v_rsi_12_obv))))",4,8,alpha_2641,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_mean_return_20(ts_argmin_20(ta_trix_21(ts_max_5(ta_dema_8(v_bop_sum))))),5,6,alpha_2642,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(sqrt(TS_COV_20(v_rsi_24_obv, ad_real)), ta_dema_8(ts_sma_55(h_line)))",3,8,alpha_2643,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_slope_20(ta_ema_55(ta_rocp_25(sub(fm30, oi_ccy))))",4,6,alpha_2644,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_rank_10(ta_tema_8(ts_max_5(v_trix_8_obv))),3,4,alpha_2645,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_BOP(ta_minus_dm_14(cci_55, TS_CORR_40(v_ts_day_max_20, c_ts_day_min_40)), ta_willr_14(ma15_c, volume_macd, ta_trima_21(ts_skew_40(ori_ta_obv))), ts_lag_3(v_bop_sum), ts_skew_20(ta_lr_intercept_20(ta_trix_21(v_ts_day_max_20))))",4,18,alpha_2646,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"mul(elu(vol_ccy), TS_COV_40(ori_ta_ad, c_ta_tsf_5))",2,6,alpha_2647,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_angle_20(ts_range_20(ts_min_10(ta_dx_14(sarext, h_ta_lr_angle_10, ma35_c))))",4,7,alpha_2648,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_beta_10(ta_cmo_25(ts_rank_10(sar_close)), ta_lr_intercept_20(elu(ori_ta_obv)))",3,7,alpha_2649,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_mean_return_20(ts_range_10(c_power_c)),2,3,alpha_2650,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rocp_14(ta_lr_slope_20(ta_lr_angle_20(ta_lr_slope_20(ad_index)))),4,5,alpha_2651,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ts_min_20(ta_minus_di_25(v_rsi_24_sum, v_rsi_24_obv, ori_ta_macd)), ts_argrange_10(ts_prod_8(TA_HT_DCPHASE(ori_trix_8))))",4,10,alpha_2652,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_dx_14(ta_minus_di_14(ad_index, v_ta_cmo_25, sarext), TA_BOP(ori_trix_8, c_ts_sma_21, sarext, sarext), ta_cci_14(toptrader_oi_lsr, v_rsi_6_sum, oi_ccy))",2,14,alpha_2653,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(ts_max_20(ts_argrange_10(ts_argmin_20(ta_lr_intercept_20(v_rsi_24_obv)))), ta_trix_55(ta_lr_slope_10(ts_mean_return_5(ta_tema_55(vol)))))",5,11,alpha_2654,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_argrange_5(ts_min_20(TA_BOP(toptrader_count_lsr, h_ts_argmax_5, c_ta_tsf_5, v_cmo_14_obv)))",3,7,alpha_2655,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_20(count_lsr, ts_std_20(vol_ccy))",2,4,alpha_2656,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_angle_5(ts_rank_10(ts_argmax_5(TA_SAR(ori_ta_bop, oi))))",4,6,alpha_2657,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(ts_kurt_20(ts_kurt_20(sar_close)), sarext)",3,5,alpha_2658,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_argrange_20(min(ta_dema_8(v_cci_25_obv), TA_BOP(ori_rsi_24, oi_ccy, volume_macd, trades)))",3,9,alpha_2659,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_angle_5(ts_argrange_20(TA_TRANGE(c_ts_sma_21, c_ts_sma_21, v_rsi_6_obv)))",3,6,alpha_2660,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_prod_17(ta_rocr_14(ta_trix_55(ts_kurt_40(ta_rsi_6(v_ts_argrange_10))))),5,6,alpha_2661,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"abs(ta_ema_21(mul(ta_mfi_14(v_trix_8_obv, ori_trix_55, ori_trix_55, trades), ts_min_20(stdevrate))))",4,10,alpha_2662,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_lag_17(ta_willr_14(sarext, c_ts_day_min_40, v_cmo_14_obv))",2,5,alpha_2663,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_rocp_14(neg(ts_sma_8(ori_ta_ad))),3,4,alpha_2664,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_tsf_5(ori_ta_obv),1,2,alpha_2665,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"sqrt(ta_lr_angle_10(ts_delta_17(TS_COV_40(ta_dx_25(taker_vol_lsr, fm30, c_power_c), TS_COV_20(v_sar_obv, cci_55)))))",5,11,alpha_2666,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_rank_5(cos(ts_std_20(TS_COV_20(ma15_c, ori_ta_ad))))",4,6,alpha_2667,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_lag_17(ta_trima_8(TS_CORR_20(ts_rank_20(ta_atr_25(sarext, ori_trix_8, ori_rsi_6)), inv(ta_trima_55(l_ts_prod_8)))))",5,11,alpha_2668,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_rank_5(ta_trix_8(sarext)),2,3,alpha_2669,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_20(TA_SAR(ta_tsf_10(v_rsi_12_obv), add(ts_range_20(ts_delta_17(ori_trix_21)), v_rsi_24_obv)))",5,9,alpha_2670,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_dx_14(ta_dema_21(ts_lag_8(ta_tsf_10(TA_SAR(fm20, v_rsi_6_sum)))), ta_trima_21(min(TA_HT_DCPHASE(ta_rsi_12(ori_rsi_24)), sub(ts_argmin_10(volume_macd), ta_rocr_14(lgp_shortcut_illiq_6)))), ts_min_5(ta_lr_intercept_10(ts_range_10(ta_atr_25(h_ts_argmax_5, c_power_c, ma55_c)))))",5,24,alpha_2671,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_willr_25(TS_CORR_40(o_ts_argmin_10, o_ts_argmin_10), ts_skew_10(l_ts_argmax_20), ta_tsf_20(toptrader_count_lsr))",2,8,alpha_2672,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_skew_10(ts_std_40(ta_ema_55(v_power_a))),3,4,alpha_2673,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_skew_40(ts_std_20(ts_min_10(ts_std_10(v_rsi_12_obv)))),4,5,alpha_2674,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_lr_intercept_5(ta_beta_20(ta_tsf_20(ts_lag_17(ad_index)), ta_trix_8(ts_prod_3(oi_ccy))))",4,8,alpha_2675,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_mean_return_20(TS_COV_20(ta_rsi_24(neg(v_ts_day_max_20)), ta_cmo_25(sarext)))",4,7,alpha_2676,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_COV_20(ts_lag_8(ta_lr_slope_10(abs(ts_rank_20(kdj_d)))), TS_CORR_40(ta_trix_21(ta_tema_21(ta_tema_21(h_ts_std_10))), ts_argmax_20(ta_trix_55(tan(ori_rsi_24)))))",5,15,alpha_2677,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"mul(ta_lr_intercept_5(ta_trix_8(ts_std_10(v_cmo_14_obv))), tan(TS_CORR_40(ts_sum_17(fm60), TA_SAR(l_ts_argmax_20, h_ts_argmax_5))))",4,12,alpha_2678,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_std_20(ta_lr_angle_20(ta_dema_21(v_cmo_14_obv))),3,4,alpha_2679,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TS_CORR_40(ts_sum_3(v_sar_obv), ta_tsf_10(v_rsi_12_sum))",2,5,alpha_2680,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_cmo_25(ts_wma_8(ts_kurt_10(ta_willr_25(ma15_c, v_rsi_6_sum, oi))))",4,7,alpha_2681,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_SAR(mfi_index, abs(trades))",2,4,alpha_2682,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_mfi_25(ts_skew_10(ma55_c), mul(v_cci_25_sum, l_ts_prod_8), ppo, ts_range_20(ta_trima_8(l_ts_prod_8)))",3,10,alpha_2683,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_argrange_5(TA_BOP(ta_lr_angle_5(ts_argmax_5(v_rsi_24_sum)), ts_min_20(TA_BOP(fm40, v_rsi_6_obv, lgp_shortcut_illiq_6, ori_rsi_6)), add(ts_rank_5(v_rsi_6_sum), ta_tsf_10(v_power_a)), ta_dx_25(ts_argmax_20(v_rsi_12_obv), ts_prod_3(r), ta_rsi_24(v_power_a))))",4,23,alpha_2684,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_rocp_25(ta_mom_12(TS_COV_20(TA_SAR(ts_argrange_10(o_ta_lr_slope_10), ts_sma_8(ori_trix_8)), toptrader_oi_lsr)))",5,9,alpha_2685,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ta_dx_14(TA_SAR(TS_COV_40(ts_prod_17(vol_ccy), ts_rank_20(cci_25)), h), ta_willr_25(ta_dx_25(c, c, ta_cci_25(ad_real, toptrader_count_lsr, ori_cmo_14)), ts_mean_return_20(ts_sma_55(v_rsi_24_sum)), ori_trix_55), ts_range_10(h_ts_argmax_5))",4,22,alpha_2686,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_BOP(ts_wma_8(count_lsr), v_cci_25_sum, ta_dema_55(trades), ta_tema_55(ta_dx_25(kdj_k, ta_trima_55(ta_lr_angle_20(v_power_a)), ta_dx_14(ta_lr_angle_10(sarext), TA_BOP(vol_ccy, v_ts_std_20, l_ts_argmax_20, h_ts_argmax_5), ts_lag_8(close_macd)))))",5,22,alpha_2687,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"div(ts_sum_8(ts_mean_return_10(ts_sma_21(ta_aroonosc_14(v_cci_25_obv, trades)))), ta_trima_8(ta_ema_55(ts_max_20(ta_atr_14(ad_real, sarext, fm60)))))",5,14,alpha_2688,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"ts_argrange_20(TS_CORR_40(v_rsi_24_sum, taker_vol_lsr))",2,4,alpha_2689,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,"TA_SAR(ta_atr_14(c, lgp_shortcut_illiq_6, c_ta_tsf_5), abs(c))",2,7,alpha_2690,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ts_kurt_20(ts_argmax_5(elu(v_rsi_6_obv))),3,4,alpha_2691,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
,ta_ema_21(sarext),1,2,alpha_2692,btcusdt,30min,1,20211201,20240101,20240101,20240910,avg_pic,20241120012152
